Delay (fs), DeltaE / E (Data), T (Data), Delta_n (data), DeltaE / E (Fit), T (Fit), Delta_n (fit),,,,,,
-32.022153,0.016760078,1.1050122,1.0248336e-05,0.010265988,1,6.277375e-06
-37.359179,0.015280078,1.0538463,9.343356e-06,0.0092949416,1,5.6836063e-06
-42.696204,0.014160078,1.0664133,8.6585061e-06,0.0082346597,1,5.0352725e-06
-48.03323,0.011240078,1.0071686,6.8730048e-06,0.0071260306,1,4.3573757e-06
-53.370255,0.0084000391,1.0125544,5.1363976e-06,0.0060257169,1,3.6845635e-06
-58.707281,0.0068000391,1.0780828,4.1580407e-06,0.0049849204,1,3.0481445e-06
-64.044306,0.0051600391,1.0125544,3.1552249e-06,0.00402224,1,2.4594914e-06
-69.381332,0.0029600195,1.1485482,1.8099722e-06,0.0031816581,1,1.9454982e-06
-74.718357,0.0019600098,1.0314051,1.1984932e-06,0.0024490395,1,1.4975217e-06
-80.055383,0.0013600098,0.92772666,8.3160935e-07,0.0018526924,1,1.1328715e-06
-85.392408,0.00092000488,0.97754615,5.6255819e-07,0.0013600642,1,8.3164264e-07
-90.729434,0.00072000488,1.0022315,4.4026358e-07,0.00098417584,1,6.0179701e-07
-96.066459,0.00044000244,0.95375847,2.6904964e-07,0.00068884524,1,4.212103e-07
-101.40348,0,0.94747493,0,0.0004768948,1,2.9160832e-07
-106.74051,0.00024000122,0.83257242,1.4675428e-07,0.00031815694,1,1.9454439e-07
-112.07754,0.00024000122,0.94612846,1.4675428e-07,0.0002107704,1,1.2888042e-07
-117.41456,0,1.0139009,0,0.00013399061,1,8.1931647e-08
-122.75159,0.00060000244,0.84065126,3.6688532e-07,8.4954989e-05,1,5.1947686e-08
-128.08861,0.00016000122,0.9802391,9.7836435e-08,5.1448611e-05,1,3.1459439e-08
-133.42564,0.00052000244,0.9340102,3.1796748e-07,3.1225695e-05,1,1.9093671e-08
-138.76266,0.00016000122,0.90079371,9.7836435e-08,1.8009036e-05,1,1.101204e-08
-144.09969,0.0010000049,0.97171144,6.1147605e-07,1.0464769e-05,1,6.3989241e-09
-149.43671,0.00028000122,0.87162013,1.712132e-07,5.7461197e-06,1,3.5135974e-09
-154.77374,0.00072000488,1.0780828,4.4026358e-07,3.1973537e-06,1,1.9550956e-09
-160.11077,0.00040000244,0.95151435,2.4459071e-07,1.6709933e-06,1,1.0217674e-09
-165.44779,0.00084000488,1.0260192,5.1364035e-07,8.905199e-07,1,5.4452893e-10
-170.78482,0.00056000244,1.0094127,3.424264e-07,4.4283263e-07,1,2.7078022e-10
-176.12184,0.00076000488,0.88059662,4.6472251e-07,2.2606621e-07,1,1.3823339e-10
-181.45887,0.00048000244,1.0601298,2.9350856e-07,1.0693381e-07,1,6.5387143e-11
-186.79589,0.00016000122,0.94927023,9.7836435e-08,5.2301023e-08,1,3.1980666e-11
-192.13292,0.0010000049,0.87700602,6.1147605e-07,2.3525561e-08,1,1.4385247e-11
-197.46994,0.00072000488,1.0471139,4.4026358e-07,1.1025505e-08,1,6.741799e-12
-202.80697,0.00064000488,0.93625432,3.9134574e-07,4.7144561e-09,1,2.8827628e-12
-208.144,0,0.91021901,0,2.1173661e-09,1,1.2947123e-12
-213.48102,8.000061e-05,1.18221,4.8918217e-08,8.6029615e-10,1,5.2604791e-13
-218.81805,0.00056000244,1.1027681,3.424264e-07,3.7026426e-10,1,2.2640662e-13
-224.15507,0.00048000244,1.000885,2.9350856e-07,1.428596e-10,1,8.7354794e-14
-229.4921,0.00032000244,1.123414,1.9567287e-07,5.8906149e-11,1,3.6019523e-14
-234.82912,0.00048000244,1.0197356,2.9350856e-07,2.1560342e-11,1,1.3183568e-14
